f0f1;;;;
0;25;50;75;100
1.5299999999999998;1.6649999999999998;1.7999999999999998;1.9349999999999998;2.07
1.508478757127314;1.6558633114907728;1.7999999999999998;1.9395641609297334;2.061427211829602
1.241071328033533;1.3734194186564992;1.5;1.6195166366526317;1.710840491379818
0.9825597041301027;1.0949102989630672;1.2000000000000002;1.297667969144374;1.3632582705322218
0.7312022868187699;0.8193558549885881;0.8999999999999999;0.9744041957777763;1.0185933705917485
0.7272258060899462;0.8184119065453136;0.8999999999999999;0.9751960928429548;1.0150014952384079
0.9661051147678517;1.0789406552743985;1.2000000000000002;1.3008967455380702;1.3489351590250507
1.2047798552511957;1.3340437514525396;1.5;1.6033882632192649;1.681185750069933
1.2029715800790703;1.3205902021477198;1.5;1.5731567048736073;1.6659891122110988
1.686234372446121;1.8344711204208295;2.0999999999999996;2.172969374162639;2.32080345507084
1.9306239392021303;2.083427016678459;2.4000000000000004;2.4643925217399687;2.6457744644527055
2.419656392406622;2.592650654283301;3;3.0703805399883226;3.309547021218768
2.6716658924625167;2.8448851916134172;3.3000000000000003;3.3727803416562456;3.64385458502051
2.9298372561892987;3.1026059122453438;3.5999999999999996;3.6839920037818605;3.979872952090622
3.442173818365178;3.62692650114597;4.199999999999999;4.307054147980879;4.650353357411444
3.721107247949923;3.9025684385789567;4.5;4.6309110599625;4.992339790259555
4.011800248030125;4.212704321202998;4.800000000000001;4.9674296724288345;5.3383826063797155
4.31340539076198;4.540798119304754;5.1;5.322071194867538;5.689482319635746
4.011046405201784;4.278616390908673;4.800000000000001;5.0647823429080425;5.374812624377131
3.9678934559108816;4.305724246748815;4.800000000000001;5.130029401781082;5.398602500999673
3.686599160211101;4.081173751775099;4.5;4.871720252021141;5.086966444022831
3.660842455851906;4.136077554712746;4.5;4.8805310441156555;5.081137223088184
3.39907298436468;3.8621379162094116;4.199999999999999;4.562186749107226;4.7370928850494884
3.3864821232985527;3.866248520354246;4.199999999999999;4.568036851088445;4.7319343121644675
3.136490852499036;3.5953889217161064;3.9000000000000004;4.246145634851888;4.389285439481881
3.130978898790224;3.601634520791702;3.9000000000000004;4.249586217005577;4.384771198869225
2.8941608406053994;3.3336601419668583;3.5999999999999996;3.925073766692469;4.043444663539328
2.8996970015131875;3.3429515676183716;3.5999999999999996;3.9267476366937677;4.039540105720638
2.9072271221685693;3.35258091610327;3.5999999999999996;3.9278095964373714;4.035768195381266
2.6742102616464565;3.0824626202788985;3.3000000000000003;3.5877572516402667;3.6961183899388694
2.6863707191568955;3.092289822328806;3.3000000000000003;3.59983893225129;3.7348867618989536
2.7019484640204867;3.1027800025959316;3.3000000000000003;3.609030336611827;3.783190481836947
2.968647354212573;3.4316950181016788;3.5999999999999996;3.8951349322916897;4.182129059620433
2.993727790083534;3.459308610998647;3.5999999999999996;3.834094892820658;4.229909494630262
2.7703370979444717;3.1861559875717393;3.3000000000000003;3.470566662893233;3.9097805568661386
2.5610263722852515;2.9091988414845953;3;3.1274015824599015;3.546294434706177
2.6018530581618835;2.919129601743831;3;3.114498405843132;3.537173692003886
2.3719417430421523;2.6339245650943663;2.7;2.797271037864675;3.1742669870431723
2.127912611156266;2.344591970835095;2.4000000000000004;2.4867149429949746;2.8125467956221284
1.8732015146701262;2.052526446235107;2.0999999999999996;2.177599167618623;2.452382128095751
1.8708136458583062;2.048774015439218;2.0999999999999996;2.1821621778840883;2.4431709068565053
1.868124778572467;2.047882399321021;2.0999999999999996;2.181267262332008;2.4334674900961875
1.5986642043347428;1.7544814280043424;1.7999999999999998;1.8797521915143554;2.1210480556116464
1.5957756136070664;1.753545752235835;1.7999999999999998;1.8868088992824803;2.142335149733497
1.325543200981128;1.4600633026574172;1.5;1.5761724899702272;1.7938327638652116
1.056459986124377;1.1669216819799655;1.2000000000000002;1.263172224327845;1.4380062390867172
1.051903874077111;1.165634425783363;1.2000000000000002;1.2701023258526665;1.4392063974977956
1.3084621555587195;1.4552316882350165;1.5;1.5987353292264068;1.7996075427903215
1.5616418202775533;1.7438677412890629;1.7999999999999998;1.935071210618342;2.15981413483297
1.5524299785299203;1.7412402073340545;1.7999999999999998;1.9583964568940884;2.1599267166708755
1.2855735179310464;1.4486617176685628;1.5;1.6533307046574428;1.7999759305338823
