h9;;;;
0;25;50;75;100
1.2750000000000001;1.3875000000000002;1.5;1.6124999999999998;1.7249999999999999
0.9305376697224532;1.0067676870026676;1.1;1.1905919550230273;1.2565563693399577
0.6735517838621639;0.7244343310289096;0.8;0.8698972894302588;0.9080011510145539
0.6704315990421224;0.7170576979336674;0.8;0.8718719084555213;0.902658915976067
0.5840014432557386;0.6303947523219906;0.7;0.7632098154174366;0.7857354877847815
0.5815058218432819;0.6341772527883386;0.7;0.762671079349963;0.782281943200022
0.5791615946166766;0.6385843522355359;0.7;0.7617342783713574;0.7794543072613243
0.6594096084743097;0.7352460722549126;0.8;0.8693731407792323;0.8882245723518046
0.7392598283929306;0.8333141483728128;0.9;0.9768019708636022;0.9969808290876155
0.7369123383812831;0.8391552842995778;0.9;0.9798301194069317;1.0013009128790782
0.8237110525699151;0.9406720716181401;1;1.0936429726816033;1.1196930208451579
0.9123966075937391;1.0426310308362485;1.1;1.2102816251611275;1.2424679852180438
0.9195198487906365;1.0493257659151478;1.1;1.21879532952839;1.2558651964027825
1.0115515470021044;1.1508264298707764;1.2;1.3386083161597995;1.3859763735847594
1.1053747409268242;1.254494814021083;1.3;1.4572917666895822;1.5178680826303035
1.2006463513456018;1.3564718412033998;1.4;1.57218575026908;1.6493084627288366
1.3026155516696978;1.4585822696388524;1.5;1.6546083685435906;1.737716442895424
1.4040576710405037;1.5597859045113769;1.6;1.7306224986325385;1.8172319191604374
1.5923128053180533;1.7578859569450604;1.8;1.9293027534055038;2.012485357671973
1.7795248515121065;1.955580935747445;2;2.1329836292450715;2.2160211226713633
1.8759761983969478;2.055021122118417;2.1;2.2350844487006416;2.3169905865481017
1.8636918395361222;2.0526412929562756;2.1;2.2394325409318294;2.3215628618070183
1.755443475685368;1.951035611267575;2;2.1386019303311303;2.2179505097841385
1.468026384166425;1.6535786750595138;1.7;1.8248220805605246;1.8943088987769428
1.1851710298331823;1.3570072702675804;1.4;1.5108108218065874;1.5708248513386898
1.0794176172063064;1.2558532843381696;1.3;1.4094878803270965;1.4720298258226558
1.063217195622757;1.2526079487871806;1.3;1.4173117471778502;1.4881162662601108
0.9717587962006307;1.1543143554993804;1.2;1.3155286129470494;1.3893260715735791
0.9048337639638073;1.0609317835884395;1.1;1.2312990140909286;1.2868178143293427
1.0126853270731906;1.1625003699911745;1.2;1.3411746093551344;1.3869425863695504
1.1280753404468247;1.2655650542261776;1.3;1.4427933562089346;1.4829689731427296
1.3274056851481313;1.4654065853417158;1.5;1.6511208793725751;1.6908901894679935
1.4300839271576684;1.565907818504348;1.6;1.7490524952428987;1.7871368441194482
1.7054354964497271;1.8609018828167763;1.9;2.0669175119402734;2.109031394039526
1.8880916828431555;2.057318964876809;2.1;2.2880867945410253;2.3352895509643115
2.0692168633439114;2.2533596996508227;2.3;2.5100813725154287;2.5631498016499608
2.428942831675558;2.6449462907614327;2.7;2.9516406502741264;3.0163287573357707
2.608694383334028;2.84039786308518;2.9;3.1749049187804292;3.248880610662275
2.7883953572303595;3.0347555362964216;3.1;3.4197614190402494;3.516114587272635
3.327798222950103;3.618501354710795;3.7;4.126086173031209;4.260672665585324
3.7771270685138996;4.099480891908206;4.2;4.730263189549863;4.90759875972042
3.9526285491507953;4.2780228088131125;4.4;4.988395386562321;5.199081919473706
3.852607737937759;4.151301289138899;4.3;4.8887849922328614;5.117280633495268
3.56222708302177;3.8158602041195433;4;4.546632007726734;4.779508778874872
2.902326000138183;3.0905713386691067;3.3;3.7420738779002116;3.951502763361034
2.4109185945238436;2.5563049028835074;2.8;3.162875443567111;3.356423851810864
2.0130645487205;2.128864854763898;2.4;2.6976997413669586;2.878489722852371
1.722805436742541;1.8181617124380764;2.1;2.3866736037827962;2.5180218970476558
1.2140675662959646;1.2922924054210245;1.5;1.7175772796361037;1.7978883273648267
0.8935359829911613;0.9556850205878428;1.1;1.2652392847763538;1.3176909946480437
0.6527879313958442;0.7022574297213021;0.8;0.9222923308361604;0.9575046795112733
0.6564058513519223;0.7108079370199724;0.8;0.922956530904846;0.9563107589119972
0.5864460801458359;0.6228587430700057;0.7;0.8071893614725373;0.835262310791145
0.6011836752073143;0.6286448148775632;0.7;0.805931914370676;0.833119492460144
0.6139591851684199;0.6353619643676212;0.7;0.8038144107786622;0.8301537172396138
0.7110289369307756;0.7314820533129377;0.8;0.9151818981331011;0.9442163247676335
0.8054164931505834;0.8260432925390501;0.9;1.0243068022488484;1.0557377782260378
0.8053430339822782;0.8253014315878401;0.9;1.0188067433221037;1.0489735578388504
0.8947427363456801;0.916476108788455;1;1.125177025984392;1.1571444086160765
0.9841244900708501;1.007746520549258;1.1;1.2297652090780427;1.2631648225418872
0.9840305747533875;1.0077004959014741;1.1;1.2218782176342529;1.2535836168435797
1.0690606387498507;1.0958205228082625;1.2;1.3248347492867372;1.3578279655072263
1.1506064699906908;1.181179708559238;1.3;1.4273355528567213;1.4617344586278287
1.22715662561929;1.2629644690662765;1.4;1.529742881909572;1.5658590333930518
1.2976706588964266;1.3403683401626028;1.5;1.6322342596477604;1.6705705026346656
1.362620918081312;1.4141113305879796;1.6;1.7347920296728752;1.7760496399045267
1.5082557479123937;1.5741294134860788;1.8;1.945301419970747;1.99305750874961
1.6517894013575671;1.7342873752236099;2;2.16657446717226;2.2265544857308184
1.746538735597327;1.8357556603680585;2.1;2.268827578523139;2.358421632376138
1.7600195592841594;1.8530207600933124;2.1;2.2500296068273293;2.3876409948239044
1.6899369270166429;1.783461892255806;2;2.1169091068333494;2.3068989642010846
1.4484500780166858;1.5333821804101044;1.7;1.7799357456670175;1.9820801872571874
1.2026144081377694;1.2694681748155483;1.4;1.457866235451107;1.6471458091438338
1.1253398157805854;1.1846829015944822;1.3;1.3511732907255838;1.5399884801781754
