f2f3;;;;
0;25;50;75;100
1.5299999999999998;1.6649999999999998;1.7999999999999998;1.9349999999999998;2.07
1.5666827484030967;1.656921803130672;1.7999999999999998;1.965283293616885;2.0968977134909252
1.3274282039860716;1.3795055310469886;1.5;1.6622182799629628;1.7661536994950218
1.0716745976985138;1.1038471683522888;1.2000000000000002;1.3466215971300073;1.423689995050887
0.8072620438382627;0.8280383543371646;0.8999999999999999;1.008964453647272;1.0571810671851956
0.8088270043466201;0.8280741232589621;0.8999999999999999;1.0025814211708726;1.0419191214955887
1.0793367521084407;1.1040812448721946;1.2000000000000002;1.3240179123447413;1.3664425363838886
1.3496499512579305;1.381561290662115;1.5;1.640055755018154;1.6839356901284401
1.3491064498283607;1.3836735989536064;1.5;1.6252812723179342;1.6678882641348136
1.8868246227818102;1.9436246196855964;2.0999999999999996;2.2614077640508357;2.3223908918377183
2.150917196252102;2.235615380296575;2.4000000000000004;2.5724992110579565;2.646772426638552
2.6725363267171023;2.821869164219542;3;3.2021727839989444;3.3039806439436155
2.902285821847487;3.03417980229981;3.3000000000000003;3.5088458655917956;3.634812460532579
3.0966825036260506;3.2263167558674346;3.5999999999999996;3.8106463378473245;3.965769253218718
3.5158720893860447;3.668509912267009;4.199999999999999;4.423745875548878;4.62739549709879
3.684249671292757;3.8546935213788767;4.5;4.715424827561249;4.9587048761767845
3.963997333700854;4.134046588557727;4.800000000000001;5.087326908307682;5.290198767294788
4.25593856472552;4.425840669699622;5.1;5.454823422196441;5.621900084897971
4.0527932187046645;4.202599330932621;4.800000000000001;5.163810361614133;5.292297127907528
4.1401091090171676;4.2722089767802025;4.800000000000001;5.180389970101343;5.293498537716047
3.949885632491454;4.0599468164128485;4.5;4.843489637799538;4.963887755335723
3.995922042139935;4.0968215801905385;4.5;4.819473400228021;4.966428365359763
3.754291967776137;3.8436110334169618;4.199999999999999;4.461590719648317;4.638118858477953
3.767322613510632;3.8542697353403415;4.199999999999999;4.414346454076866;4.641383939313185
3.5042905895959335;3.5843309098471248;3.9000000000000004;4.106359610142673;4.3134004678967255
3.507253578090598;3.587924415492168;3.9000000000000004;4.1140808792216825;4.317529894307926
3.2387853620798523;3.3156373266243135;3.5999999999999996;3.805146357734128;3.9898373347044402
3.2394191638312404;3.3222232033418297;3.5999999999999996;3.8208731667535747;4.009302233161378
3.238701980326086;3.334927163594338;3.5999999999999996;3.7970684829690056;4.038448225398524
2.9673475229329873;3.074783099436525;3.3000000000000003;3.4612525041995896;3.738410345795811
2.9641191201285473;3.101500135296023;3.3000000000000003;3.4471043503758523;3.7824898309072617
2.957115995050258;3.133860099681248;3.3000000000000003;3.438537341427392;3.828441582392537
3.20997969946132;3.4510682510857658;3.5999999999999996;3.746379523281151;4.221331038255371
3.179074130029739;3.400351920281475;3.5999999999999996;3.7242916569813973;4.165076694864395
2.86662332222026;3.052130321263478;3.3000000000000003;3.3973794539607485;3.7613950026852883
2.5484090227546967;2.7038842446008244;3;3.0771875074230355;3.3745474700874
2.491262498660895;2.635902114496821;3;3.069651253639183;3.3425466578316785
2.2041063244988712;2.3757052912339507;2.7;2.7593975894503906;2.9905993544314127
1.9877112545352056;2.1660593714634038;2.4000000000000004;2.4513490623853462;2.64951455881427
1.7727511971763708;1.9471118614070206;2.0999999999999996;2.1457385454401328;2.3202841315987937
1.808990097566464;1.9912009261317791;2.0999999999999996;2.146772006710017;2.322674975072824
1.8313322363049636;2.01858130295842;2.0999999999999996;2.1480939159807186;2.325578283927109
1.5852425248855029;1.744764350937358;1.7999999999999998;1.8426725827500114;1.9963562644203956
1.596832608275409;1.7531700072524892;1.7999999999999998;1.8445253155544186;1.9999543876856556
1.3374651343402626;1.4649091185095549;1.5;1.5404411949410965;1.6761346188284632
1.0736054130874133;1.1697131144711534;1.2000000000000002;1.2361509997818851;1.3515733676152166
1.0759705342071555;1.1636461863044085;1.2000000000000002;1.2412745162336276;1.3651982209607114
1.3468503581533113;1.439686970927518;1.5;1.5549761041941041;1.7258358907730103
1.6115014062597413;1.69970078200215;1.7999999999999998;1.8699277989097538;2.0940761796332854
1.6015086586548604;1.6865440175140018;1.7999999999999998;1.873151255165461;2.114179330857607
1.3186216680067437;1.389609405004551;1.5;1.5627933762426074;1.7748135987845548
1.0607697008055834;1.1105868683428526;1.2000000000000002;1.251056269814019;1.4272153304604807
0.7991089018228124;0.8322284339671308;0.8999999999999999;0.9350540404262639;1.058329362237999
0.8018687941469043;0.8316002339445766;0.8999999999999999;0.9303352127530747;1.0388196160109602
1.0719766751643907;1.1163538558656863;1.2000000000000002;1.2339147414277902;1.3569969728909521
1.3426274105574945;1.4057815037940298;1.5;1.5386462826754377;1.6807164759109716
1.3446074046938905;1.4167818379988824;1.5;1.5382570418189125;1.6694253348432875
1.8844984191734344;1.9989281514050126;2.0999999999999996;2.156030824467596;2.3266203099659064
