sun: 0%,sun: 25%,sun: 50%,sun: 75%,sun: 100%,wind: 0%,wind: 25%,wind: 50%,wind: 75%,wind: 100%,bB-bC: 0%,bB-bC: 25%,bB-bC: 50%,bB-bC: 75%,bB-bC: 100%,b9-bA: 0%,b9-bA: 25%,b9-bA: 50%,b9-bA: 75%,b9-bA: 100%,b7-b8: 0%,b7-b8: 25%,b7-b8: 50%,b7-b8: 75%,b7-b8: 100%,b5-b6: 0%,b5-b6: 25%,b5-b6: 50%,b5-b6: 75%,b5-b6: 100%,b3-b4: 0%,b3-b4: 25%,b3-b4: 50%,b3-b4: 75%,b3-b4: 100%,b1-b2: 0%,b1-b2: 25%,b1-b2: 50%,b1-b2: 75%,b1-b2: 100%,f7-f8: 0%,f7-f8: 25%,f7-f8: 50%,f7-f8: 75%,f7-f8: 100%,f5-f6: 0%,f5-f6: 25%,f5-f6: 50%,f5-f6: 75%,f5-f6: 100%,f3-f4: 0%,f3-f4: 25%,f3-f4: 50%,f3-f4: 75%,f3-f4: 100%,f1-f2: 0%,f1-f2: 25%,f1-f2: 50%,f1-f2: 75%,f1-f2: 100%,hI: 0%,hI: 25%,hI: 50%,hI: 75%,hI: 100%,hH: 0%,hH: 25%,hH: 50%,hH: 75%,hH: 100%,hG: 0%,hG: 25%,hG: 50%,hG: 75%,hG: 100%,hF: 0%,hF: 25%,hF: 50%,hF: 75%,hF: 100%,hE: 0%,hE: 25%,hE: 50%,hE: 75%,hE: 100%,hD: 0%,hD: 25%,hD: 50%,hD: 75%,hD: 100%,hC: 0%,hC: 25%,hC: 50%,hC: 75%,hC: 100%,hB: 0%,hB: 25%,hB: 50%,hB: 75%,hB: 100%,hA: 0%,hA: 25%,hA: 50%,hA: 75%,hA: 100%,h9: 0%,h9: 25%,h9: 50%,h9: 75%,h9: 100%,h8: 0%,h8: 25%,h8: 50%,h8: 75%,h8: 100%,h7: 0%,h7: 25%,h7: 50%,h7: 75%,h7: 100%,h6: 0%,h6: 25%,h6: 50%,h6: 75%,h6: 100%,h5: 0%,h5: 25%,h5: 50%,h5: 75%,h5: 100%,h4: 0%,h4: 25%,h4: 50%,h4: 75%,h4: 100%,h3: 0%,h3: 25%,h3: 50%,h3: 75%,h3: 100%,h2: 0%,h2: 25%,h2: 50%,h2: 75%,h2: 100%,h1: 0%,h1: 25%,h1: 50%,h1: 75%,h1: 100%,h0: 0%,h0: 25%,h0: 50%,h0: 75%,h0: 100%
0.0,0.0,0.0,0.0,0.0,5.831791810867719,6.346361676532517,6.860931542197315,7.375501407862114,7.890071273526913,1.5299999999999998,1.6649999999999998,1.7999999999999998,1.9349999999999998,2.07,1.5299999999999998,1.6649999999999998,1.7999999999999998,1.9349999999999998,2.07,1.5299999999999998,1.6649999999999998,1.7999999999999998,1.9349999999999998,2.07,1.5299999999999998,1.6649999999999998,1.7999999999999998,1.9349999999999998,2.07,1.5299999999999998,1.6649999999999998,1.7999999999999998,1.9349999999999998,2.07,1.5299999999999998,1.6649999999999998,1.7999999999999998,1.9349999999999998,2.07,1.1900000000000002,1.2950000000000002,1.4000000000000001,1.5050000000000001,1.61,1.1900000000000002,1.2950000000000002,1.4000000000000001,1.5050000000000001,1.61,1.1900000000000002,1.2950000000000002,1.4000000000000001,1.5050000000000001,1.61,1.1900000000000002,1.2950000000000002,1.4000000000000001,1.5050000000000001,1.61,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999,1.2750000000000001,1.3875000000000002,1.5,1.6124999999999998,1.7249999999999999
0.0,0.0,0.0,0.0,0.0,6.0065300691119745,6.396167649523012,7.005932414787338,7.548286234567914,8.010009088244232,1.5177759210809212,1.671084914763557,1.7999999999999998,1.913957656621971,2.0919787674797896,1.519099433303235,1.6590873490232727,1.7999999999999998,1.933480445994441,2.05875089569612,1.503020469452955,1.6479907459005232,1.7999999999999998,1.9598878580612542,2.0754347015828514,1.569898358039358,1.698988267904607,1.7999999999999998,1.9334990782990669,2.049970628994406,1.5370590385098604,1.6846550434242886,1.7999999999999998,1.9255461996884695,2.097004231911596,1.5582233064761855,1.6464244117525912,1.7999999999999998,1.9653539059861158,2.096737342986067,1.192875085772216,1.2840314078151314,1.4333333333333333,1.5424927798127568,1.6780921845217174,1.2217875278297776,1.3246595832594137,1.4333333333333333,1.545993206316301,1.669179152871249,1.2397993853692562,1.3403643583875176,1.4333333333333333,1.513586237062771,1.6342056650309786,1.1856846372427747,1.276539851385883,1.4333333333333333,1.5662342202065482,1.6628566701960972,0.9142068269465521,0.9867705059871138,1.1,1.1986944784630351,1.262025375324443,0.9101429359730668,1.004006430554939,1.1,1.1944099291334715,1.2753056729181738,0.9420603572553398,1.032533609888776,1.1,1.163147559149211,1.250878225608403,0.9486626176429702,1.0178075908897726,1.1,1.155132271921836,1.2503804279127722,0.9233975718229821,1.0172038125610232,1.1,1.1820147181153298,1.265979554350701,0.9326095503926629,1.0063501268614952,1.1,1.1871782253667855,1.2700928288876496,0.959120833720459,1.0178665260794133,1.1,1.1623283661919954,1.2632897117746515,0.9353914874033327,1.021950304196596,1.1,1.1752036305614206,1.2587336619318241,0.9508234781861054,1.0155659958893795,1.1,1.1839125774658124,1.2874817946378325,0.917299647342301,0.9874295563746793,1.1,1.1617686955374809,1.2420754175643822,0.932562098893678,1.0005057121460716,1.1,1.1701530108674707,1.2754181089947831,0.932562098893678,1.0005057121460716,1.1,1.1701530108674707,1.2754181089947831,0.932562098893678,1.0005057121460716,1.1,1.1701530108674707,1.2754181089947831,0.932562098893678,1.0005057121460716,1.1,1.1701530108674707,1.2754181089947831,0.932562098893678,1.0005057121460716,1.1,1.1701530108674707,1.2754181089947831,0.932562098893678,1.0005057121460716,1.1,1.1701530108674707,1.2754181089947831,0.932562098893678,1.0005057121460716,1.1,1.1701530108674707,1.2754181089947831,0.932562098893678,1.0005057121460716,1.1,1.1701530108674707,1.2754181089947831,0.9387648451133841,1.0219513053344635,1.1,1.1666795439954414,1.2452914892511169
0.0,0.0,0.0,0.0,0.0,7.044285912238349,7.382355244441339,8.14945428921584,8.795160710692059,9.264875074629371,1.254995575050937,1.3982440928866169,1.5,1.579549989919697,1.759569622716899,1.2570950442700417,1.3777478939343952,1.5,1.6098050426661004,1.7065398861775805,1.233741731799335,1.3605698730786067,1.5,1.6521570474561185,1.7340249273190143,1.3305751712297613,1.4351405221659177,1.5,1.6095890070297147,1.693193045523818,1.2866931297455884,1.4184602472256636,1.5,1.5945432837285152,1.7662898056843903,1.3178272107810414,1.3679705929303134,1.5,1.6623504281755048,1.7659482494020238,1.2004039302583598,1.2781463922495995,1.4666666666666668,1.5741848683543391,1.73861189375702,1.2537193321512035,1.3543650437742887,1.4666666666666668,1.5848226854002787,1.7260000226367,1.2869804041350832,1.3838459770412783,1.4666666666666668,1.528028688050604,1.6588357481014804,1.1913342915590404,1.2677524816721946,1.4666666666666668,1.627677872770976,1.7152163787394799,0.6535375934015257,0.6984765666711916,0.8,0.8801417864781089,0.915685892344807,0.6499767017014842,0.7233057736825441,0.8,0.8774395443174674,0.9344816239778221,0.6901031223043528,0.760169032038851,0.8,0.8350797546120181,0.900729644284611,0.6987178544247789,0.740803606119772,0.8,0.827764985535467,0.90013848647927,0.6638427585846403,0.740319261236593,0.8,0.8592860915520362,0.9214243545245788,0.676529538119727,0.7241345442047408,0.8,0.866858906526995,0.9273447756526889,0.7094253183404687,0.7407453659950575,0.8,0.8346956581912468,0.9175147112368167,0.6805694073738612,0.7464129506695862,0.8,0.8497225938931228,0.9110021262622034,0.7012565417408827,0.7381957566043245,0.8,0.8589502804616722,0.9480192117848718,0.6566703131120312,0.6993803742839974,0.8,0.8343842418321272,0.8915907262777785,0.6764609154354401,0.7170415796096411,0.8,0.843065469600005,0.9346287341268962,0.6764609154354401,0.7170415796096411,0.8,0.843065469600005,0.9346287341268962,0.6764609154354401,0.7170415796096411,0.8,0.843065469600005,0.9346287341268962,0.6764609154354401,0.7170415796096411,0.8,0.843065469600005,0.9346287341268962,0.6764609154354401,0.7170415796096411,0.8,0.843065469600005,0.9346287341268962,0.6764609154354401,0.7170415796096411,0.8,0.843065469600005,0.9346287341268962,0.6764609154354401,0.7170415796096411,0.8,0.843065469600005,0.9346287341268962,0.6764609154354401,0.7170415796096411,0.8,0.843065469600005,0.9346287341268962,0.6854505988070404,0.7463651550665367,0.8,0.8396716211098458,0.8945951830679354
0.0,0.0,0.0,0.0,0.0,6.905283279287559,7.165551792305375,7.929318754258291,8.567457917303276,8.966951965024613,0.9966914835281809,1.123331823079566,1.2000000000000002,1.255519428663318,1.4180277109657815,0.999015744222834,1.098515480155783,1.2000000000000002,1.286681555755532,1.3583971062830174,0.976225753315159,1.0801900186100182,1.2000000000000002,1.3341753405590842,1.3907648551592418,1.073488277321837,1.1576283989133427,1.2000000000000002,1.2865545025965406,1.3445475666271474,1.0338906676905582,1.1444802577922615,1.2000000000000002,1.267666473619409,1.4237996206879555,1.0650162299940895,1.0961846993075897,1.2000000000000002,1.3467861270513217,1.4235239302028446,1.2145829302595834,1.2839150692847792,1.5,1.601751883086477,1.7901160348293759,1.285777849064765,1.384125076673746,1.5,1.62094952475734,1.7786695328516355,1.3296893195998059,1.4247584600192098,1.5,1.549152551679511,1.6847621237797554,1.207459137208048,1.2754620007495652,1.5,1.6865117791032265,1.7661508161885113,0.6467351002468413,0.685810146929636,0.8,0.8845673660169175,0.9135600936531043,0.6440827885052776,0.7194199011204649,0.8,0.8858643115403023,0.9405805239769314,0.694759377229592,0.7673037548283611,0.8,0.8276404721481594,0.8937110996908468,0.7056703067862404,0.741268784321288,0.8,0.8216147710237814,0.8930615408490685,0.6573358536174575,0.741637193492252,0.8,0.8589174200287756,0.9221354034229876,0.6748105979932408,0.7171640387278736,0.8,0.8703296260271752,0.9308639362152369,0.7155111487821562,0.7402091685950642,0.8,0.8285410230400121,0.9162780563208033,0.6808540389495631,0.7494866689340957,0.8,0.8451571462511825,0.9067835143089304,0.7084195351679216,0.7381203406145218,0.8,0.8547621027219373,0.9544932233633474,0.6495187172025186,0.6867825778269616,0.8,0.8277713880199202,0.8852156027186066,0.6747086480207245,0.7091284167586542,0.8,0.837522627264258,0.9407669238504002,0.6747086480207245,0.7091284167586542,0.8,0.837522627264258,0.9407669238504002,0.6747086480207245,0.7091284167586542,0.8,0.837522627264258,0.9407669238504002,0.6747086480207245,0.7091284167586542,0.8,0.837522627264258,0.9407669238504002,0.6747086480207245,0.7091284167586542,0.8,0.837522627264258,0.9407669238504002,0.6747086480207245,0.7091284167586542,0.8,0.837522627264258,0.9407669238504002,0.6747086480207245,0.7091284167586542,0.8,0.837522627264258,0.9407669238504002,0.6747086480207245,0.7091284167586542,0.8,0.837522627264258,0.9407669238504002,0.6881129934429889,0.7493645374743391,0.8,0.8335300218940616,0.8876289471967324
0.0,0.0,0.0,0.0,0.0,6.647187483858536,6.98836600414423,7.825704290564173,8.461375896547617,8.807321770037518,0.7425890620287124,0.8459856615537815,0.8999999999999999,0.938357810035123,1.069214507480944,0.7446725803121843,0.8198102227892683,0.8999999999999999,0.9641984536626701,1.0141132331435374,0.7269920827063896,0.8053582265082314,0.8999999999999999,1.0078241351722672,1.0456753352322532,0.8080513703358145,0.8727220768101355,0.8999999999999999,0.964471042655392,1.0026499595290161,0.7786987737365957,0.8641001470434656,0.8999999999999999,0.958096811333647,1.0730234605597688,0.8037554745930009,0.8241680179455653,0.8999999999999999,1.020054619497857,1.072853985399556,1.234139733265123,1.2996759307127561,1.5333333333333332,1.6280906367201147,1.8356573942997276,1.3179446726511732,1.4139467697574957,1.5333333333333332,1.654739309320486,1.827201740376558,1.3680637611797726,1.476894345739879,1.5333333333333332,1.5753977178993734,1.7124675929409665,1.2296102999848804,1.2942833816113208,1.5333333333333332,1.7412925760274316,1.815171329411708,0.5627885230888777,0.5939207148027066,0.7,0.7753828467864111,0.7975371213234251,0.5613927050295948,0.6275916084208859,0.7,0.7818665645980962,0.827406010130487,0.611620169121796,0.6759010258087427,0.7,0.7223716033722529,0.7776293713414625,0.6218719847298153,0.6487065676353395,0.7,0.7174433192936273,0.7819594764240227,0.5706910780652253,0.6506496444386045,0.7,0.7512237448552589,0.8074894637999904,0.5889720673704696,0.622301785846902,0.7,0.7620442414829636,0.8128693243604663,0.6284127837282374,0.64674223236387,0.7,0.7222101826628198,0.8006674700179688,0.5959962610214519,0.6583680807311777,0.7,0.7357525353292481,0.7896213543848437,0.624007281480851,0.6457334188905264,0.7,0.7437826076691592,0.8378936207749795,0.5645360227084296,0.594611593839861,0.7,0.7250892533953113,0.7719534288012928,0.5888547085806004,0.6156931724006822,0.7,0.7302664175166785,0.8275801866967286,0.5888547085806004,0.6156931724006822,0.7,0.7302664175166785,0.8275801866967286,0.5888547085806004,0.6156931724006822,0.7,0.7302664175166785,0.8275801866967286,0.5888547085806004,0.6156931724006822,0.7,0.7302664175166785,0.8275801866967286,0.5888547085806004,0.6156931724006822,0.7,0.7302664175166785,0.8275801866967286,0.5888547085806004,0.6156931724006822,0.7,0.7302664175166785,0.8275801866967286,0.5888547085806004,0.6156931724006822,0.7,0.7302664175166785,0.8275801866967286,0.5888547085806004,0.6156931724006822,0.7,0.7302664175166785,0.8275801866967286,0.6043646635095833,0.6581926111186657,0.7,0.7256346564106506,0.773320416061297
0.0,0.0,0.0,0.0,0.0,6.811494919956198,7.294684726557614,8.224741932297412,8.982484553330396,9.345445252542566,0.7382841553534739,0.8492310286649019,0.8999999999999999,0.9368228140359369,1.0731249557664266,0.7593973078282755,0.8258262095334817,0.8999999999999999,0.9635020763408226,1.0099423783047505,0.7239068556815684,0.8016474542599727,0.8999999999999999,1.0132218631333396,1.0482035419877822,0.8092382846604262,0.8757052008165389,0.8999999999999999,0.9644670246842925,0.9984783032947155,0.7818265328411861,0.8684451165365503,0.8999999999999999,0.9625156398115523,1.0661573688540198,0.799890801642684,0.8203768042261622,0.8999999999999999,1.0274210798591654,1.0759812421849566,1.2303152959099615,1.2975591238509716,1.5333333333333332,1.6197994512529685,1.8381753628744268,1.3214732295213452,1.4131156082931948,1.5333333333333332,1.651017345611308,1.8326946051857536,1.3733266280152214,1.4894613451991505,1.5333333333333332,1.5798331844940878,1.7049855381582921,1.2277810911012261,1.2904346263706479,1.5333333333333332,1.7537872350735189,1.8225886328425447,0.5612866331489093,0.5908080821274413,0.7,0.7753584873187876,0.7957508404395948,0.5629966809851534,0.6276663300555059,0.7,0.7819099798279483,0.8308619535985153,0.6149000543480989,0.6790245577230426,0.7,0.721058220971664,0.7747222701947597,0.6248695663672205,0.6484819994274958,0.7,0.716914268281689,0.7825094792653462,0.5673577372587608,0.6527311973666059,0.7,0.7508886775980576,0.8081088782818306,0.5875069608498285,0.6179882928090419,0.7,0.7498240902406619,0.8111956379897238,0.6293718593624407,0.648249949158104,0.7,0.7208302086392864,0.799599891344798,0.5962451370921953,0.6607867765603765,0.7,0.7324452307905303,0.7862117825618326,0.6265532303422124,0.645495729481814,0.7,0.7396616065273154,0.8378774999032255,0.562403078502961,0.5912889804945141,0.7,0.7264921350279052,0.7708174956573896,0.5873627550177726,0.61241196538955,0.7,0.7252449229675166,0.8145739813245549,0.5873627550177726,0.61241196538955,0.7,0.7252449229675166,0.8145739813245549,0.5873627550177726,0.61241196538955,0.7,0.7252449229675166,0.8145739813245549,0.5873627550177726,0.61241196538955,0.7,0.7252449229675166,0.8145739813245549,0.5873627550177726,0.61241196538955,0.7,0.7252449229675166,0.8145739813245549,0.5873627550177726,0.61241196538955,0.7,0.7252449229675166,0.8145739813245549,0.5873627550177726,0.61241196538955,0.7,0.7252449229675166,0.8145739813245549,0.5873627550177726,0.61241196538955,0.7,0.7252449229675166,0.8145739813245549,0.5993648058259793,0.6627802978959543,0.7,0.7229758811512832,0.7716087916655683
0.0,0.0,0.0,0.0,0.0,6.612792748050159,7.237293024076514,8.127726497114956,8.974286612364294,9.336189602220141,0.9794956079502531,1.1361580705325094,1.2000000000000002,1.2482490300164386,1.4342595568693177,1.0339342012427735,1.1105332684035096,1.2000000000000002,1.2839454710149631,1.3417524263339589,0.9628636648654065,1.0819715300228225,1.2000000000000002,1.3512183725934401,1.394201487110759,1.0796062291311253,1.170313636684988,1.2000000000000002,1.2864401529261245,1.3274440831605143,1.0463680750503042,1.1622041529564302,1.2000000000000002,1.287191212079233,1.4061348440177084,1.058784935125774,1.0872770921498203,1.2000000000000002,1.3768793413362599,1.4370355538990864,1.2551293562645331,1.3252870842558127,1.5666666666666667,1.6464205578248243,1.8792242753060684,1.3537248712320546,1.4430909132171421,1.5666666666666667,1.6823284989552625,1.8758096370552604,1.4062494599291604,1.528750621355355,1.5666666666666667,1.6235941300409484,1.7364003237450731,1.253761179236487,1.3169542548606579,1.5666666666666667,1.8006980240515817,1.8677361316474892,0.5605865966086084,0.5893109527278619,0.7,0.7746362735248479,0.794014900378532,0.5662788900306273,0.6369826412757871,0.7,0.7811932020239836,0.8334772999194777,0.6177337246740242,0.681144245686558,0.7,0.7201014399487355,0.7728718872514152,0.6188089261727788,0.6423437861157513,0.7,0.7167762739925295,0.7830790762671347,0.5649764844626853,0.6544106056743926,0.7,0.7524034741293326,0.8127176018802408,0.597079083913848,0.6256187644792136,0.7,0.7391337921215253,0.8094921793308114,0.6297535015001849,0.6494545479596311,0.7,0.7201030998006202,0.7985425077902886,0.5964938871522436,0.6630376022297606,0.7,0.731958925493116,0.7832389900797767,0.6280505007575492,0.6452002448668936,0.7,0.7527466386758082,0.8378612595392859,0.5612538841551226,0.5896175473390022,0.7,0.7282685877023951,0.7703388268314886,0.5858993857183925,0.6121674028461797,0.7,0.7206538971212858,0.7979048692471701,0.5858993857183925,0.6121674028461797,0.7,0.7206538971212858,0.7979048692471701,0.5858993857183925,0.6121674028461797,0.7,0.7206538971212858,0.7979048692471701,0.5858993857183925,0.6121674028461797,0.7,0.7206538971212858,0.7979048692471701,0.5858993857183925,0.6121674028461797,0.7,0.7206538971212858,0.7979048692471701,0.5858993857183925,0.6121674028461797,0.7,0.7206538971212858,0.7979048692471701,0.5858993857183925,0.6121674028461797,0.7,0.7206538971212858,0.7979048692471701,0.5858993857183925,0.6121674028461797,0.7,0.7206538971212858,0.7979048692471701,0.5941771932105838,0.666606575906457,0.7,0.7209780523490734,0.7707693042525352
0.0,0.0,0.0,0.0,0.0,6.444691763008128,7.212733951797256,7.996383722452939,8.769338321497722,9.285983140646273,1.2248137779856316,1.4270968027234117,1.5,1.5592974354296103,1.7924154546853655,1.3151856838138207,1.3983826563510404,1.5,1.5804566327471337,1.6720362263138129,1.2019498941714315,1.3697196400186216,1.5,1.6877201964275468,1.7383732695322136,1.3494789475131832,1.4651295986717168,1.5,1.60906632796576,1.6560540965632347,1.3290479719286403,1.46047456879079,1.5,1.598491693253346,1.7310619710964266,1.309931065864638,1.3480720733527394,1.5,1.727162346808565,1.7979688884356637,1.280877937571761,1.3539412794886179,1.5999999999999999,1.6750220462471126,1.918276839610384,1.3860300852171414,1.4731367980206251,1.5999999999999999,1.7131700017920986,1.9176204037901527,1.432736035376801,1.5636721780003628,1.5999999999999999,1.6810382941549962,1.787261642812978,1.2801637156530112,1.3443724554778573,1.5999999999999999,1.844995153055374,1.911471150706555,0.6403039594541498,0.6726943201613425,0.8,0.8841192267211293,0.9055278984997794,0.6542698529283666,0.7392962555145428,0.8,0.8912605583537753,0.9547436445128474,0.7087213897912159,0.7800886007239182,0.8,0.8251249162052847,0.881974143201659,0.6948745076731223,0.7232499276961629,0.8,0.8191953597708618,0.8956210773044377,0.6437999912383626,0.7499300257263709,0.8,0.8693965397375002,0.933784227391395,0.692970223561177,0.7233782507823217,0.8,0.8358755686326419,0.9231620614004747,0.7198898170476709,0.7435813583310775,0.8,0.8224796252147702,0.9114253576394081,0.6819914126991051,0.7601238586494675,0.8,0.8361290029815205,0.8922318345016778,0.7187520357093451,0.7370411718105414,0.8,0.881416062798763,0.9575370272652979,0.6415316493407233,0.6735366451877912,0.8,0.8346063972900557,0.880159847630366,0.6679649873289141,0.6997317471586137,0.8,0.8197697040580088,0.8960340149808315,0.6679649873289141,0.6997317471586137,0.8,0.8197697040580088,0.8960340149808315,0.6679649873289141,0.6997317471586137,0.8,0.8197697040580088,0.8960340149808315,0.6679649873289141,0.6997317471586137,0.8,0.8197697040580088,0.8960340149808315,0.6679649873289141,0.6997317471586137,0.8,0.8197697040580088,0.8960340149808315,0.6679649873289141,0.6997317471586137,0.8,0.8197697040580088,0.8960340149808315,0.6679649873289141,0.6997317471586137,0.8,0.8197697040580088,0.8960340149808315,0.6679649873289141,0.6997317471586137,0.8,0.8197697040580088,0.8960340149808315,0.6731720019014752,0.7650493588709587,0.8,0.8222078525731646,0.8804177491370763
0.0,0.0,0.0,0.0,0.0,6.198932438206558,7.049467057602742,7.724734087647934,8.281749358398255,8.924305990417196,1.2252645164882963,1.4322871638827948,1.5,1.5592978734001706,1.791984459926387,1.3308195743868176,1.412362437760319,1.5,1.5643863006628835,1.6821484339022779,1.2036663269106618,1.3869701623281836,1.5,1.6820285319544541,1.7338984554333996,1.3494484251686931,1.4666765483098831,1.5,1.604750754060304,1.653907378336008,1.3404896682008507,1.4647506789949762,1.5,1.5871238000506709,1.7028254608429094,1.2926717714656781,1.3341900054473914,1.5,1.7295113399259803,1.796563118937397,1.307094288635793,1.383183094999001,1.6333333333333335,1.7052785804842774,1.956200019028101,1.4183708242844928,1.5032537947336728,1.6333333333333335,1.7438461317911995,1.9586565537880591,1.4562092242317504,1.5964945853054493,1.6333333333333335,1.7511307282202493,1.8483985993236562,1.3067292184513897,1.3721451197241008,1.6333333333333335,1.881714581157294,1.9469067613631865,0.7201546525924248,0.7563607883920342,0.9,1.0113386196824823,1.0403257958419219,0.7491197058506589,0.84458789702896,0.9,1.0003198492864467,1.0758672466188242,0.7998737581710267,0.8788549488848896,0.9,0.9316068148223229,0.9913268125905554,0.7628226824289255,0.7976560677567965,0.9,0.921702429001349,1.0083570496532828,0.730230203974387,0.8482032350078812,0.9,0.988900441634909,1.0555977972188573,0.789590646396106,0.8217655003956552,0.9,0.9481512954599682,1.03632144319106,0.809951582039075,0.8381626218122868,0.9,0.9250291958331236,1.0240273438905787,0.7675597400680384,0.8575632752246506,0.9,0.940378595192414,1.0010303034563564,0.8092179380156096,0.8288536510346027,0.9,1.0120908704689358,1.0738972552650852,0.721841553448837,0.7576281580092254,0.9,0.9335472721719174,0.990074108399319,0.7496704066066762,0.7878830618802966,0.9,0.9198637686222005,0.9977920556496108,0.7496704066066762,0.7878830618802966,0.9,0.9198637686222005,0.9977920556496108,0.7496704066066762,0.7878830618802966,0.9,0.9198637686222005,0.9977920556496108,0.7496704066066762,0.7878830618802966,0.9,0.9198637686222005,0.9977920556496108,0.7496704066066762,0.7878830618802966,0.9,0.9198637686222005,0.9977920556496108,0.7496704066066762,0.7878830618802966,0.9,0.9198637686222005,0.9977920556496108,0.7496704066066762,0.7878830618802966,0.9,0.9198637686222005,0.9977920556496108,0.7496704066066762,0.7878830618802966,0.9,0.9198637686222005,0.9977920556496108,0.7510208599136027,0.8630452561464171,0.9,0.9281047369650662,0.9908103547232198
0.0,0.0,0.0,0.0,0.0,6.958134805947326,8.021414893920117,8.686696540058806,9.13048843242779,9.982312224684813,1.716010464417773,2.010556360659601,2.0999999999999996,2.183023900960709,2.50814260234827,1.8760558676456944,1.9912128759984382,2.0999999999999996,2.1756548488218854,2.3733636700591045,1.689553656972465,1.9629133844087565,2.0999999999999996,2.3448509807305813,2.4211018256182175,1.8891825706074374,2.054821728419611,2.0999999999999996,2.243769706463381,2.317853699794171,1.8842355352387414,2.0538204167478624,2.0999999999999996,2.209157981987707,2.352176930625797,1.7824431967923946,1.8459850679007423,2.0999999999999996,2.4221212024969834,2.511911333333666,1.307686278348641,1.3852227296755282,1.6333333333333335,1.705616398207502,1.9519097173180806,1.430983935216669,1.5084906814630752,1.6333333333333335,1.7347235349512407,1.9592592449078674,1.445223327146822,1.5950198012522765,1.6333333333333335,1.793762029202525,1.8801779735950834,1.3068162831822963,1.372156325164503,1.6333333333333335,1.8765118164629766,1.9405873365451631,0.7200698633757838,0.7561664083732408,0.9,1.0253781360868337,1.0596995359592511,0.7661791734367875,0.85007854878938,0.9,0.9975041622419945,1.0771300047085313,0.8019722884816345,0.8797215683805485,0.9,0.935824079785757,0.9907894247930851,0.7446522198156245,0.7821394248153158,0.9,0.9218452310560931,1.0091660641626632,0.7423211675242224,0.8540755787453022,0.9,0.9992130110906197,1.0600986877917429,0.7970180833042614,0.827833658290516,0.9,0.9626172534379163,1.043110043629915,0.8099810973067882,0.8399758842046111,0.9,0.9247729232584376,1.0227211203618174,0.7706478399946919,0.8605929032046622,0.9,0.9402800579996428,0.9987792079489122,0.8095657104361819,0.8286040430881754,0.9,1.0216572540283013,1.067149055214015,0.7219679621003098,0.7576428172738485,0.9,0.9291026486213154,0.9900305193815613,0.7479334617521525,0.7953205839992641,0.9,0.9187773754149108,0.9931141004876157,0.7479334617521525,0.7953205839992641,0.9,0.9187773754149108,0.9931141004876157,0.7479334617521525,0.7953205839992641,0.9,0.9187773754149108,0.9931141004876157,0.7479334617521525,0.7953205839992641,0.9,0.9187773754149108,0.9931141004876157,0.7479334617521525,0.7953205839992641,0.9,0.9187773754149108,0.9931141004876157,0.7479334617521525,0.7953205839992641,0.9,0.9187773754149108,0.9931141004876157,0.7479334617521525,0.7953205839992641,0.9,0.9187773754149108,0.9931141004876157,0.7479334617521525,0.7953205839992641,0.9,0.9187773754149108,0.9931141004876157,0.754582595588237,0.8665567913973352,0.9,0.9322750654714523,0.9913934391220107
